,itemid,comment_id,comment_all,word,datamonth
107,10050303289,276260913266,给家里买的，昨天拿到东西试用了，都挺好，唯一不足就是声音太大,给#=家里#=买#=的#=，#=昨天#=拿到#=东西#=试用#=了#=，#=都#=挺#=好#=，#=唯一#=不足#=就是#=声音#=太#=大,201606
108,10050303289,278826000412,第一次帮人买，今次也是帮人买，据反映，很好用。,第一次#=帮人#=买#=，#=今次#=也#=是#=帮人#=买#=，#=据#=反映#=，#=很#=好#=用#=。,201607
109,10050303289,276484644357,宝贝很好奥，妈妈很喜欢，卖家还送了赠品，谢谢奥，以后还会再来的,宝贝#=很#=好#=奥#=，#=妈妈#=很#=喜欢#=，#=卖家#=还#=送#=了#=赠品#=，#=谢谢#=奥#=，#=以后#=还会#=再#=来#=的,201606
110,10050303289,277517903345,实用,实用,201606
111,10050303289,284755509783,不错,不错,201609
112,10050303289,277063086118,看起来挺满意的。,看起来#=挺#=满意#=的#=。,201606
113,10050303289,277693996342,应急用的，百来块，很实惠！对榨汁研磨要求不高的可以买！,应急#=用#=的#=，#=百来#=块#=，#=很#=实惠#=！#=对#=榨汁#=研磨#=要求#=不高#=的#=可以#=买#=！,201606
114,10050303289,276789939346,用了两次，感觉很好。孩子很喜欢。每天都嚷着榨汁,用#=了#=两次#=，#=感觉#=很#=好#=。#=孩子#=很#=喜欢#=。#=每天#=都#=嚷#=着#=榨汁,201606
115,10050303289,275973528944,给好评。到的快。用了一下，挺好使。噪音可接受。送的东西也齐了。满意。,给#=好评#=。#=到#=的#=快#=。#=用#=了#=一下#=，#=挺#=好使#=。#=噪音#=可#=接受#=。#=送#=的#=东西#=也#=齐#=了#=。#=满意#=。,201606
116,10050303289,275861096048,刚到，还没开始用，看起来还可以，希望不要那么容易坏吧?,刚到#=，#=还#=没#=开始#=用#=，#=看起来#=还#=可以#=，#=希望#=不要#=那么#=容易#=坏#=吧#=?,201606
117,10050303289,277514291556,买来就用上啦！很好用。,买来#=就#=用#=上#=啦#=！#=很#=好#=用#=。,201606
